file_num	elab_line	worker_num	question	target_line	target
1118	43	6	What is colonialism?	42	colonialism
1011	22	0	What might Rapamycin do for dogs?	18	Rapamycin may not work
1017	26	0	Do business obey the FAA laws?	23	FAA outlaws the use of drones by most businesses
1118	43	0	What is colonialism?	42	colonialism
1119	22	6	What else has Obama done for the people?	21	give workers more vacation time or sick days
1120	30	6	Who is Bruno Borges?	29	Bruno Borges
1125	12	6	What is a way that the iphone is helping people by being cheap and easy?	11	cheap and easy
1119	22	0	What did Obama do to help the middle class so America does well?	18	If they have more money, the country does well.
1120	30	0	Where is Bruno from?	29	Bruno Borges
1125	12	0	What does Apple do for the artists?	8	one of the 12 artists Apple invited
113	19	6	What is a zoologist?	18	zoologist
1133	14	6	What do the stars mean to the agency?	13	It works with stars
1136	12	6	What does geomagnetism do?	11	geomagnetism
113	19	3	What do zoologist's study?	18	zoologist
1133	14	3	Who are clients of William Morris?	11	William Morris
1136	12	3	What does Geomagnetism do to a compass?	11	geomagnetism
1140	3	6	What is the Super Bowl?	2	Super Bowl
1141	45	6	What are benefits of the program?	44	allow students to earn an associate degree
1145	4	6	What's another example of a sound represented by ''ough'' in the English language?	3	for one
1140	3	0	Is there anything special about the Super Bowl?	2	The Super Bowl
1141	45	0	How does earning an associate degree through the program help students?	44	earn an associate degree
1145	4	0	What are some ways ''ough'' is said?	2	be said different ways
1147	42	6	Were the patterns the same for everyone?	41	They hope that these patterns are the same
1149	16	6	Why is it difficult for Venezuelans to buy and sell things on their own?	15	cannot buy and sell things on their own easily
1155	26	6	What is a benefit of the children becoming better leaders?	25	better leaders
1147	42	7	Are the patterns the same for everyone?	41	hope that these patterns are the same for everyone
1149	16	7	Why can't people buy and sell things easily on their own?	15	buy and sell things on their own easily
1155	26	7	What is something learned in FFA besides learning about raising farm animals?	22	only about raising farm animals
1160	16	6	What do the containers look like?	15	made of containers
1164	20	6	Why is smoking less popular today?	19	used to be more popular
1168	32	6	What is it called when countries work out a deal?	31	work out a deal
1160	16	3	What size are the containers?	13	vertical gardens
1164	20	3	What made many people stop smoking?	19	Smoking
1168	32	3	What is a treaty?	31	U.S. and China would have to work out a deal
1171	23	6	How was she being treated badly?	22	how badly she was treated
1174	51	6	What is important about jobs coming to the area?	50	bring jobs to the area
1179	18	6	On what is China spending their billions for the theme parks?	17	billions on theme parks
1171	23	5	Why did they have to use black-only bathrooms?	24	use black-only bathrooms
1174	51	5	How does Lancaster Mayor Parris feel about the bomber bringing jobs to the area?	50	bring jobs to the area
1179	18	5	Who is going to be the recipient of part of the billions spent on theme parks by China?	17	China is spending billions
1183	50	0	What did Stowell do with the 45 papers Weinberg told him about?	49	about 45 Lincoln papers
1190	15	0	`What does Beyond Differences?	14	Beyond Differences.
1194	32	0	What could asking for more religious classes mean?	30	officials have asked for more religious classes
1183	50	5	What did Stowell do to the 45 Lincoln papers in the shop?	49	45 Lincoln papers
1190	15	5	What is Beyond Differences responsible for?	14	Beyond Differences
1194	32	5	What does asking for more religious classes  by the national school officials portend for the future?	30	asked for more religious classes
1200	8	6	What is a benefit of selling so many avocados?	7	sell millions of avocados
126	35	6	What is the subject of the trade fight the WTO is dealing with?	34	trade fights
137	11	6	How did Google acknowledge the fact that the idea was crazy?	10	idea sounds a little crazy
1200	8	5	What happens if California, Peru and Chile all sell more millions of avocados?	7	sell millions of avocados
126	35	5	Which other organization is involved in the trade fights between countries?	34	trade fights between countries
137	11	5	What did the Google name this crazy idea?	10	Google knows the idea sounds a little crazy
144	15	5	What period did the United States and Russia have a conflict of interest?	12	United States and Russia
149	5	5	How fast is the supercomputer that runs the improved program?	7	supercomputer and improved program
152	51	5	What sort of thing is Musk expected to worry about?	50	Musk would have things to worry
144	15	6	What is the new treaty about?	14	new missile treaty
149	5	6	How does the improved computer help make the forecasts better?	4	improved computer program
152	51	6	What would Musk have to worry about?	50	have things to worry
154	27	6	What is fog?	26	fog
163	28	6	Why did she not want GMOs?	27	believed that the ''natural'' label meant they had no GMOs
180	14	6	How do police figure out who is most likely to be shot?	13	be shot themselves
154	27	5	What is fog made of?	26	fog
163	28	5	What is the disadvantage of cheaper snacks without GMOs?	29	cheaper snacks without GMOs
180	14	5	How does the Chicago police figure out who is most likely to shoot someone?	12	who is most likely to shoot someone
188	36	6	What happened with regards to energy drinks after Fournier's death	35	Fournier's death
197	20	6	What else did Morse say about losing his job?	19	was worth the sacrifice
209	3	6	How is the material made?	2	a blend of carbon and plastic
188	36	3	What were the senators worried about?	32	energy drinks
197	20	3	What did Morse say about losing his job?	17	continue to fight for gun control.
209	3	3	How is carbon-fiber composite cloth similar to cloth?	1	carbon-fiber composites.
221	21	3	What rules do the Chinese have about planes?	22	Flights are spaced about 7 to 10 miles apart.
226	36	3	What does ''Undue hardship'' mean?	35	''Undue hardship''
239	13	3	What part of the voting law is particularly difficult.	10	North Carolina law
221	21	5	Why are flights in China spaced about 7 to 10 miles apart?	22	spaced about 7 to 10 miles apart
226	36	5	What does ''undue hardship'' for the company mean?	34	''undue hardship'' for the company
239	13	5	What is one of the troubling new rules placed on voters?	10	''troubling'' new rules on voters
250	8	6	What happens after Congress makes a law?	7	make laws
254	14	6	What happens during their hibernation?	13	hibernation
257	41	6	What is a consequence of the CDC not monitoring the flu?	40	stop monitoring flu
250	8	5	What do the laws made by congress require?	7	laws
254	14	5	What is the first thing Tegus do to go into hibernation?	13	Tegus go into hibernation
257	41	5	What might be one's initial thought to CDC's decision to stop monitoring flu?	40	stop monitoring flu
266	7	5	What is the job of an archeologist?	6	archeologist
271	26	5	What role do genes play in people?	25	Genes
281	7	5	What are genes?	6	genes
266	7	6	What is an Archeologist?	6	archeologist
271	26	6	How do genes affect living things?	25	building blocks of a living thing
281	7	6	What are genes?	6	genes
298	38	6	Is Spain the only place the report was made?	37	made in Spain
300	22	6	What is Agritainment?	21	Agritainment
304	20	6	Is the Stedelijk Museum well known?	19	Stedelijk Museum
298	38	3	Where else did NSA reports  come out?	36	NSA collected information on 60 million telephone calls.
300	22	3	What do the parts of the word Agritainment refer to?	21	Agritainment
304	20	3	Who often visit the Stedelijk Museum in Amsterdam?	19	Amsterdam's Stedelijk Museum
311	6	6	Where else is bullying a problem?	5	more than just a problem in schools
320	41	6	What kind of things do the menus have?	40	rarely include fruits and vegetables
327	1	6	How do we know that the new World Trade Center Tower is America's tallest building?	0	America's tallest building
311	6	3	Where else might bullying take place?	5	bullying
320	41	3	What does NPD track?	42	low-cost menu orders at fast-food restaurants fell
327	1	3	What did the building experts determine?	0	new World Trade Center Tower is America's tallest building
332	55	6	What is a strike?	54	strike
334	51	6	Why do you need protection against the flu?	50	can protect you
338	54	6	What are some decisions they can make?	53	some of their own decisions
332	55	5	What happens during a national strike?	54	national strike
334	51	5	What job does Koopmans do?	52	Koopmans
338	54	5	What is an example of the right that tribes have?	50	tribes
345	26	6	What is something he discovered about education?	25	studies education
353	5	6	What is something interesting about the plane?	4	plane comes from the 1970s
359	44	6	What does it do with the message?	43	downloads a DNA message
345	26	5	Why does Morgan Polikoff study education?	25	Morgan Polikoff
353	5	5	How can one describe the plane's gun?	6	gun
359	44	5	What does the device do after downloading the DNA message?	43	The device
37	5	6	What was going to happen a day later?	4	more could have died if it struck a day later
372	21	6	What did Obama say about about children who are born in the United States and their chances?	20	told a story about a child's chances
383	8	6	Why don't people like the job Obama is doing?	7	they don't like the job Obama is doing
37	5	5	What was supposed to happen a day after the tornado struck?	4	struck a day
372	21	5	What did Obama say about a child's chances in the United States?	20	child's chances in the United States
383	8	5	How can one quantify more than half the people who don't like the job Obama is doing?	7	More than half the people
395	1	6	Why do they believe that there could have been life on Mars?	0	believe there could once have been life on Mars.
396	5	6	What is interesting about the storms in the Arctic	4	The Arctic
40	16	6	What did Obama say about Al Qaida?	15	speech about America's battle with al-Qaida
395	1	5	What made scientists believe there could once have been life on Mars?	0	there could once have been life on Mars
396	5	5	Why did the plane nicknamed Hurricane Hunter go on eight flights over the Arctic?	3	Hurricane Hunter went on eight flights over the Arctic
40	16	5	Which infamous event did the Al-Qaida group plan?	15	al-Qaida
409	15	6	How did the scientists figure out the birds breathing pattern?	14	birds breathed like this
415	41	6	What is DNA?	40	Asian carp DNA
417	5	6	How do they know what medicine to give you?	4	right medicine right away
409	15	5	Why did the air in train stations become very dirty?	16	the air in train stations was very dirty
415	41	5	What is the DNA made of?	40	DNA
417	5	5	How is the doctor able to know exactly why you are sick within minutes?	3	within minutes he knows exactly
42	4	6	What is the calvary?	3	cavalry
427	40	6	What happens if it spreads through the food web?	39	spreading through the food web
434	50	6	What is a result of them connected with foreign people?	49	connect with people who speak a different language and live in a different land
42	4	0	What does the cavalry have to do with horses?	3	the cavalry
427	40	0	What is a bigger part of the problem that there is plastic in their guts?	36	only a small part of the problem
434	50	0	What parts of China did they see?	47	see a bit of China
446	36	6	What are some kind of books he can find in Spanish?	35	many interesting electronic titles in Spanish
456	6	6	What is the point of marking the turtles?	5	marking the rarest turtles
459	20	6	Why does the NSA say that it needs to watch people's phones?	19	watches phones for good reason
446	36	5	What is an example of the interesting electronic titles in Spanish?	35	interesting electronic titles in Spanish
456	6	5	Why are the rarest turtles on Earth getting marked?	5	rarest turtles on Earth
459	20	5	What is a good reason for the NSA to watch people's phones?	19	watches phones for good reason
461	40	5	When will this saved money benefit the workers?	39	save money
465	15	5	What did the snowstorm that hit in the middle of the day on Tuesday cause?	13	hit in the middle of the day on Tuesday
472	41	5	Which group is becoming more powerful compared to the president?	40	becoming more powerful
461	40	6	Why do we need a law to help workers save money?	39	a law to help workers save money
465	15	6	What happened due to so many people being stuck at work and at school?	14	thousands of people stuck at work and at school
472	41	6	How are they more powerful than our elected leaders?	40	becoming more powerful compared to our elected leaders
475	32	6	What is Congress?	31	Congress
477	34	6	Where can smokers do if they're at Starbucks?	33	doesn't let people smoke near its coffee shops.
490	7	6	What happened after the strain moved to humans?	6	jumped from rodents to humans
475	32	5	Which group of people make up the Congress?	31	Congress
477	34	5	What other place does Starbucks forbid people from smoking?	33	Starbucks doesn't let people smoke
490	7	5	Why is the missing strain of bacteria notorious?	5	the missing strain of bacteria
490	29	0	Why do scientists think the Justinian Plague virus is extinct?	28	Justinian Plague no longer exists
5	32	0	What made the rich and middle class angry at Chavez?	33	angered many rich and middle-class
503	4	0	What is being done with only 600 whooping cranes left?	2	only about 600 birds left
490	29	6	Why do they believe the Justinian Plague bacteria no longer exists?	28	no longer exists
5	32	6	What else did he do?	31	gave health care and education to the poor
503	4	6	What happened to the birds that were shot?	3	Three were shot
509	10	5	What happens during the auctioning of the artworks?	9	artworks
514	2	5	Why was the giraffe killed?	1	kill the giraffe
514	26	5	What does the medicine do to the animal?	25	medicine
509	10	6	What is does auctioned mean?	9	auctioned
514	2	6	Why did they kill the giraffe at the zoo?	1	kill the giraffe
514	26	6	What is a side effect of the medicine they would give the animal?	25	give the animal medicine
524	41	6	What are antlers?	40	antlers
527	26	6	What does the Secretary of State do?	25	Secretary of State
539	15	6	What is another interesting thing about him?	14	He has bright eyes and a steady voice
524	41	5	What are antlers?	40	antlers
527	26	5	What is the job of John Kerry?	25	John Kerry
539	15	5	What is another positive attribute of Jafer Abdulkerimov?	13	Jafer Abdulkerimov
544	1	6	What does the new girl scout patch look like?	0	new patch
557	20	6	What do the directions do?	19	directions for the body
563	1	6	How long will it take for Los Angeles to have the new subway stations?	0	Some day years from now
544	1	3	What does the new Girl Scouts patch look like?	0	Girl Scouts have a new patch.
557	20	3	What do genes do for an animal?	17	genes
563	1	3	What has already started?	0	Los Angeles will have several new subway stations.
565	54	5	What role do the Berets play?	53	The Berets
578	51	5	Which group of people were making use of the pictures that were sent?	50	pictures
593	12	5	What does an anti-gun group do?	11	anti-gun group
565	54	6	What do the Berets do?	53	The Berets
578	51	6	What are people doing  with the pictures?	50	sending back pictures
593	12	6	What is Americans for Responsible Solutions' viewpoint?	11	anti-gun group
6	3	5	What question can be asked about the students who never finish high school?	2	never finish high school
601	4	5	What can one expect to see broadcasted on the huge screen?	2	huge screen
613	27	5	Aside not adopting animals, what other reason can make shelters kill animals?	26	Many shelters will kill animals
6	3	6	What happens when 4 out of 10 students don't graduate high school?	2	Imagine a place where 4 out of 10 students never finish high school
601	4	6	What is interesting about pro wrestling and mixed martial arts?	3	you prefer pro wrestling or mixed martial arts
613	27	6	Why do shelters kill animals?	26	shelters will kill animals
619	27	6	What does DreamWorks Animation do?	26	DreamWorks Animation
627	6	6	What did the rock like thing turn out to be?	5	something that looked like a rock
633	3	6	What is something interesting about Arthur Blank in regards to his team?	2	Arthur Blank is the team's owner
619	27	5	What type of activity is DreamWorks Animation involved in?	26	DreamWorks Animation
627	6	5	What object looked like a rock?	5	looked like a rock
633	3	5	How did Arthur Blank dress himself?	2	Arthur Blank
639	25	6	Are the officials successful in trying to stop cheating?	24	trying to stop cheating
645	7	6	Why do people want the crabs' blood?	6	want the crabs' blood
654	32	6	Why were the sheep moved from Wheeler Ridge to other places?	31	taken from Wheeler Ridge and brought to various other areas
639	25	3	To what can the effort to stop cheating be compared?	24	cheating
645	7	3	What is the crabs' blood used for?	6	crabs' blood
654	32	3	What was a result of taking the sheep from Wheeler Ridge?	31	sheep were taken from Wheeler Ridge and brought to various other areas.
66	19	6	Is the idea a good one?	18	being used instead of suspensions and arrests
665	11	6	What is a result of the protests in Ukraine?	10	dangerous protests in Ukraine
67	16	6	Do Turks' Muslim background affect their country?	15	99 percent of Turks have a Muslim background
66	19	5	How is the idea of bringing people together being viewed?	16	The idea
665	11	5	What did the protests in Ukraine lead to?	10	protests in Ukraine
67	16	5	Why do people feel that Erdogan has tried to force religious laws onto the people?	18	feel that Erdogan has tried to force religious laws onto the people
68	2	5	Why are scientists working to get warnings earlier?	3	get warnings earlier
69	25	5	Which entities were observing the case as it went all the way to the Supreme Court?	22	case went all the way to the Supreme Court
690	41	5	Why were some young Americans unable to join the military?	40	young Americans could not join
68	2	3	Why is it not enough to find out a few minutes before a tornado that it is on its way?	0	Tornados
69	25	3	Who was following the Myriad case?	23	Myriad
690	41	3	What prevented many people from joining the military?	38	fewer opportunities for them in the military
692	2	6	Can it be slowed down?	1	no way to stop it
693	50	6	Is it likely Beitashour can overcome the hurdle?	49	next hurdle
700	41	6	What are the kidnappers doing with the girls?	40	kidnapped the girls
692	2	5	What could be done to give scientists time to protect people from rising sea levels?	3	give scientists time to protect people from rising sea levels
693	50	5	What does Klinsmann feel optimistic about Beitashour's chances of joining the Iranian team?	45	Klinsmann
700	41	5	What might Boko Haram do to the kidnapped girls?	40	kidnapped the girls
706	35	6	Why was Mexico the top location for Americans studying in Latin America?	34	once the top location
713	28	6	What did people think about Obama's announcement about troops leaving Iraq and Afghanistan?	27	announced U.S. forces would leave Iraq or Afghanistan
72	7	6	Is it okay for children to work on cocoa farms?	6	farms where children work
706	35	3	What did Mexico represent for US students looking to study in Latin America?	36	Strong family ties and trade
713	28	3	How did the Cadets react?	27	Obama announced U.S. forces would leave Iraq or Afghanistan
72	7	3	What is the impact of the farming work on children?	8	child labor abuses on cocoa farms
722	48	5	In what way will the helmets be improved?	47	improving helmets
726	43	5	How will the situation be for some when musicians start looking for work elsewhere?	42	looking for work elsewhere
745	45	5	Who is the chairwoman of the Afrikan Student Union?	40	Afrikan Student Union
722	48	6	How will the helmets be improved?	47	improving helmets
726	43	6	What will be a result of musicians looking for work elsewhere?	42	looking for work elsewhere
745	45	6	What was a result of the mural's unveiling?	44	mural was officially unveiled
756	17	5	Are there people opposed to the team's fight against the ruling?	15	fight the new ruling
766	18	5	Which group is against the Iraqi government being run by Shiites?	17	the government is run by Shiites
768	19	5	What other type of pictures do drones take?	18	Drones can take pictures
756	17	6	Could any benefits happen before the final decision is made?	16	years before a final decision is made.
766	18	6	What do other groups think about the government being run by Shiites?	17	government is run by Shiites
768	19	6	What else can drones take pictures of?	18	can take pictures of nature
776	23	6	What will happen if they're not automatically sent back home?	22	may no longer be ''automatically sent
785	7	6	Can these children go to American schools?	6	one of the few places where the children are sure to get help
790	5	6	What happens if a swimmer is carried along with the flow?	4	carried along with the flow
776	23	3	What will happen with the cases of Central American refugees?	20	Perhaps Central Americans can be considered refugees
785	7	3	Who will decide if the children can stay in the United States?	3	children mostly come from countries such as El Salvador, Honduras and Guatemala.
790	5	3	What does the current do to the swimmers?	1	rip currents
791	16	5	How is this information used?	15	information
799	27	5	When can Sophie give the book back to Jill?	26	Sophie will give the book back
800	24	5	What else do African countries lose?	23	African countries
791	16	0	What is done with the information?	15	The information
799	27	0	Who can Sophie give the book back to?	26	give the book back
800	24	0	What are some of the criticism's about China and businesses in Africa?	20	doesn't develop businesses in Africa
802	37	5	What did he discover on his return from Germany?	36	Germany
807	34	5	Aside the 15 teams, which other team is expected to qualify for the African Cup of Nations?	33	15 teams at the African Cup of Nations.
811	14	5	What is an example of a role genes play in the human body?	12	Genes
802	37	0	What happens while Hamlet is in Germany?	36	studying in Germany
807	34	0	Are there only 15 teams?	33	15 teams
811	14	0	What do genes build in the human body?	12	Genes are the building blocks
819	20	6	What criteria did they use to choose the pupils?	19	chose their pupils randomly
822	28	6	How does PETA protect animals?	27	wants to protect animals
830	13	6	Has there been any success with the difficult task of getting elephants to mate?	12	tricky when they are not in the wild
819	20	5	What random method did the schools use to choose their pupils?	19	The three schools chose their pupils
822	28	5	What is the main objective of PETA?	27	PETA
830	13	5	Is the information about the birth of two baby elephants in zoos in Austria and England encouraging?	14	Two baby elephants were born
834	30	6	What is bad about throwing away bad milk?	29	have to throw it away.
838	17	6	What is done with the money allocated from the government?	16	decide who gets money
845	24	6	What is a consequence of his punishment?	23	fine of around $500,000
834	30	5	What is it like for customers to throw it away?	29	throw it away
838	17	5	What is the money received from the government used for?	16	money from the government
845	24	5	What is opinion of people on the sum of $500,000?	23	$500,000
852	32	6	What is anthropology?	31	anthropology
855	39	6	Will the horses having healthier babies solve the problem?	38	have healthier babies
861	19	6	What is the CDC?	18	Centers for Disease Control and Prevention (CDC)
852	32	3	What is anthropology?	31	earth sciences and anthropology
855	39	3	How do the volunteers feel about bringing in the wild horses from another island?	37	volunteers want to bring several wild horses from another island off North Carolina
861	19	3	What does the CDC do?	18	U.S. Centers for Disease Control and Prevention (CDC)
868	24	6	Does the candy help her?	23	snacks on Charleston Chew
882	42	6	What are the Indian communities doing with the seeds?	41	seeds are also given to other Indian communities
886	26	6	What happened after The United States were formed?	25	became the United States of America
868	24	5	Does Lauren Ward find it easy to stay awake in class with candy?	22	staying awake in class
882	42	5	Who came up with the idea of the large garden located in Prior Lake, Minnesota?	39	large garden
886	26	5	When did Washington become president?	27	Washington
887	13	6	What are some other things members of the same political parties have in common?	12	same ideas about running the government
898	39	6	What is an ulu?	38	ulu
905	5	6	How would the new plan change history standards?	4	new plan
887	13	3	How do members of the same party behave?	10	two main political parties in the United States
898	39	3	What is the ulu?	35	Scientists collected stories from Quinhagak elders about the objects they found.
905	5	3	What were the new history standards intended to do?	4	change history standards
905	18	3	What impact might the reading material have on students?	17	reading such material will change students' thinking.
909	21	3	What does the ''Let's Move'' project do for children?	20	''Let's Move.''
911	13	3	What is the Institute of Medicine?	14	healthier school meals
905	18	6	What do they think will happen to the students if the material changes them?	17	will change students' thinking
909	21	6	What does ''Let's Move'' do?	20	''Let's Move.''
911	13	6	Why is the Healthy, Hunger Free Kids Act?	12	Healthy, Hunger-Free Kids Act
914	33	6	Why doesn't the same way work everywhere?	32	no one way that works everywhere
918	15	6	What happened because of the Cuban revolution?	14	revolution in Cuba
929	50	6	How did the other people get Ebola?	49	Ebola outside of West Africa
914	33	3	How is the need for vaccines addressed in different countries?	35	vaccines and information on baby care
918	15	3	What did the fighters in the Cuban revolution do?	14	revolution in Cuba
929	50	3	How did most of the people get Ebola?	51	more than 3,400 people have died from Ebola since it broke out in West Africa.
932	48	5	What was Nakamura's achievement at the chemicals company?	47	Nakamura
933	10	5	What is a characteristics of juvenile halls?	6	juvenile halls
934	27	5	How have the U.S. and other allies fared in their efforts to stop Putin?	26	efforts to stop Putin
932	48	6	What did Nakamura do at the chemical company?	47	worked at a chemicals company
933	10	6	Why would they go on to an adult prison?	9	may even go on to adult prison
934	27	6	How have the weak efforts to stop Putin worked?	26	weak efforts to stop Putin
944	16	6	Why is the E Pluribus Unum saying interesting?	15	E Pluribus Unum
945	10	6	What is way that black people weren't being treated equally?	9	be treated equally
949	31	6	What happened on the Silk Road?	30	The Silk Road
944	16	5	On what items can one find the quote ''E Pluribus Unum''?	15	E Pluribus Unum
945	10	5	Why did King fight for black people to be treated equally?	9	King fought for black people to be treated equally
949	31	5	Which people have benefited from studying the cave paintings?	27	cave paintings
952	39	5	Did the Ukrainians with a Russian background believe the claim that they were being protected?	37	protect Ukrainians with a Russian background
955	13	5	What happened to Cuba after the 1959 revolution?	12	1959 revolution
961	14	5	Where did the gunman go to after killing the soldier?	13	gunman
952	39	3	Who doesn't believe Russia's claims about why it had to invade the Ukraine?	34	Russia seized the country's Crimea region.
955	13	3	When was Cuba cut off from doing business with many other countries?	12	Cuba's 1959 revolution
961	14	3	Where did the gunman go after he left the war memorial?	13	shot and killed the soldier guarding the war memorial
967	21	5	Why was Ta regarded as a refugee?	20	refugee
971	6	5	How is the weather in Florida?	5	Florida
973	12	5	What is the objective of the group called Mainers for Fair Bear Hunting?	14	group called Mainers for Fair Bear Hunting
967	21	6	Why did Ta become a refugee?	20	refugee
971	6	6	Why does Marcie live in Florida?	5	lives in Florida
973	12	6	Why doesn't Wayne Parcell want hunters to use these methods?	11	don't need to use these methods
975	16	6	How did they end up in trouble?	15	in deep trouble
979	9	6	Why did they go to so many doctors?	8	took him to 12 doctors.
986	44	6	What is a way Hello Kitty can express herself even though she can't speak for herself?	43	has no mouth.
975	16	5	What fraudulent activity put the UNC in deep trouble?	15	deep trouble
979	9	5	Why did his parents take him to see 12 doctors?	8	his parents took him to 12 doctors
986	44	5	How was she ale to talk back with no mouth?	43	no mouth
99	46	5	Why did the jet fuel in the wings of the 777 catch fire?	47	Jet fuel in the wings of the 777
997	20	5	How much recognition has Shubham received for his printers?	19	Shubham
99	46	3	What happened because the plane was too low for the flight path?	41	Asiana Airlines plane
997	20	3	What has Shubham won?	19	Shubham
1001	3	3	Why was the lake created?	2	man-made
1006	1	3	How would the new NFL team be treated?	0	National Football League (NFL) may soon have a new football team
1008	25	3	What is Ken Lieberthal?	24	greenhouse gases
1001	3	5	Why was the huge lake made?	2	The huge lake is man-made
1006	1	5	How will the NFL handle this new football team?	0	new football team
1008	25	5	Who studies the relationship between China and the United States?	26	studies the relationship between China and the United States
1011	25	5	Why is finding money for the study difficult?	24	Finding money
1050	45	5	Aside listening to protesters, what else will the government do?	44	the government
1118	44	5	Why did Spain and other European countries come to North America?	43	Spain and other European countries came to North America
1011	25	3	What types of studies does the government pay for?	20	scientists are planning an experiment on dogs
1050	45	3	What will the government force police to do?	44	government will listen to the protesters
1118	44	3	What did Spain and other  European countries seek in North America during colonialism?	42	colonialism
1120	1	5	Where is Colombia located?	0	Colombia
1120	32	5	Which country did Bruno and his family moved to when they left Sweden?	31	When Bruno was 7, his family moved to Sweden
1125	23	5	With the app Procreate, which activity did he no longer need to do?	26	Procreate
1120	1	3	Where is Colombia?	0	Colombia
1120	32	3	After living in Brazil and Sweden where did Bruno Borges' family move?	35	Kids moving to a new country
1125	23	3	What does Hall no longer need to do since using the Procreate app?	18	app let him paint on his iPhone.
113	29	5	Are seeds and berries the only things that can be found in raccoon droppings?	28	raccoon droppings often still have seeds and berries in them
1133	26	5	What other charitable action, aside spending on schools, did WME do?	21	WME has spent more than $1 million
1138	4	5	Which group suffered the effect of the Jim Crow laws?	3	Jim Crow laws
113	29	3	Do raccoon droppings only contain seeds and berries?	28	raccoon droppings
1133	26	3	What have WME stars given to schools?	21	WME has spent more than $1 million on the schools
1138	4	3	What was the impact of the Jim Crow laws?	3	Jim Crow laws
1141	14	5	Who will be featured the most on the TV shows?	13	TV shows
1143	1	5	What does John Lewis do as a congress member?	0	John Lewis
1147	1	5	What type of game is football?	0	football
1141	14	3	What do many television shows about health care feature?	13	TV shows
1143	1	3	What does John Lewis vote on?	0	John Lewis
1147	1	3	What kind of game is football?	0	tackle football
1147	45	3	What might a larger sample group have provided?	43	study only tested 42 people
1153	9	3	What is the French government trying to steer children away from?	10	French values
1158	5	3	How does measles spread?	4	Measles
1147	45	5	Were the 42 people large enough for the study?	43	42 people
1153	9	5	What sort of changes is the French government making?	8	the French government is making changes
1158	5	5	How do babies catch the disease?	2	how the babies caught the disease
1160	37	5	Why have farmers in Bangladesh resorted to using vertical gardens?	38	using vertical gardens
1167	16	5	What is a microbe ?	15	microbe
1171	2	5	What is Rosa Parks known for?	0	Rosa Parks
1160	37	3	What makes things harder in Bangladesh?	32	Bangladesh is one of the world's most crowded countries
1167	16	3	What is a microbe?	15	DNA maps allow scientists to tell one type of microbe from another
1171	2	3	What was Rosa Parks famous for?	0	Rosa Parks worked hard to give rights to African-Americans.
1174	2	5	Who will be competing to build the new top-secret warplane?	0	build a new top-secret warplane
1176	33	5	What is Babb's job?	36	Babb
1181	14	5	How do blind people read using Braille?	13	Braille is a way that blind people can read
1174	2	3	Who are competing to make United States bombers?	1	bombers
1176	33	3	What did Janet Babb study?	32	two main kinds of lava
1181	14	3	How do blind people read braille?	13	Braille
1184	7	3	What do Virot and Ponomarenko decided to do?	6	how to make better popcorn
1192	4	3	What will the NASCAR project focus on?	3	NASCAR Acceleration Nation
1194	46	3	Who is Sakine Esen Yilmaz?	44	education in Turkey's schools
1184	7	5	What did these scientists do this time in their quest to make better popcorn?	6	make better popcorn
1192	4	5	What topic will be the focus of this new project?	2	new project
1194	46	5	Who is Sakine Esen Yilmaz?	45	Sakine Esen Yilmaz
121	46	5	What happens after a town puts out a bid to purchase a fire truck?	45	a town wants to buy a fire truck, it puts out a bid
13	26	5	What is a benefit of opening up combat roles to women?	21	opening up combat roles to women
139	15	5	What question can be asked concerning global temperature?	16	global temperature
121	46	3	How do companies respond to bids?	45	a bid
13	26	3	What can serving in combat lead to?	23	Combat roles
139	15	3	What are scientists trying to determine when studying the earth's climate?	16	global temperature
121	46	0	What happens when a town puts out a bid?	45	puts out a bid
13	26	0	Are there any benefits to the job?	25	tough and dangerous
139	15	0	What weather changes are scientists predicting?	10	weather changes are predicted by scientists
145	56	4	What other topics does the Museum hilight?	55	wartime experience
149	15	4	What is the model analogous to?	12	Hurricane Weather Research and Forecasting model
152	53	4	What type of precautions would be needed to protect the local economy?	50	things to worry about
145	56	5	What other topics does the Museum teach about?	55	The Museum teaches about
149	15	5	What can one compare the model to?	14	The model
152	53	5	What would Musk have to worry about?	50	Musk would have things to worry about
145	56	0	What else does the Museum teach?	55	Museum teaches
149	15	0	What is the model like?	14	model has been used
152	53	0	What would Musk have to worry about?	50	things to worry about
154	61	3	What does carbon dioxide come from?	60	carbon dioxide
17	46	3	What do people call the gunmen who targeted Malala?	41	targeted Malala
183	64	3	To what did Arriagada compare Clase Magazine?	62	Clase Magazine
154	61	5	How is carbon dioxide produced?	60	carbon dioxide
17	46	5	What were the gunmen called?	42	gunmen
183	64	5	What did Arriagada compare with Clase Magazine?	62	Clase Magazine
194	11	5	Why are cheaper phones being sold?	10	sell a cheaper phone
199	16	5	Who can be called a consumer?	15	consumer
213	25	5	What are the immigration laws about?	24	immigration laws
194	11	3	What is the advantage of selling a cheaper phone?	10	cheaper phone
199	16	3	Who is considered a consumer?	15	consumer rights
213	25	3	What do immigration laws address?	24	immigration laws
221	42	3	Have the new rules surrounding airline delays helped?	40	Planes now can take off whether they already have permission to land or not
228	10	3	Where do earthquakes start?	9	epicenter of the earthquake
239	19	3	Do Democrats think that the new voting laws will prevent cheating?	16	new voting laws
221	42	0	Do airlines now have fewer delays?	41	punished if they have too many delays
